Nome;cluster;pc1;pc2
The Dragon Spirit;3;-0.18942572;-0.2838624
The Epic Wisdom;0;-0.07048651;0.04383477
The Gods' Twilight Doll;3;-0.15755053;-0.2947061
The Mexcalibur;5;0.21692099;0.07843029
Tibiacity Encyclopedia;5;0.30674064;0.04731798
TibiaHispano Emblem;5;0.30681166;0.1311379
Tibiapedia;5;0.32207415;0.03033436
Tibiora's Box;5;0.42467213;0.039890718
War Backpack;4;0.27498496;0.16933209
White Lion Doll;5;0.07290318;-0.3397688
Wicked Witch;1;0.036468007;-0.24695541
Yeti Doll;5;0.16828705;-0.34526286
25 Years Backpack;4;0.34238508;0.019351974
Anniversary Backpack;4;0.37814048;0.02112009
Anniversary Cake;4;0.2995152;-0.059901726
Another Yellow Present;4;0.38394192;0.0461211
Balloon Box;4;0.40282616;-0.18079063
Balloon no.0;4;0.31775695;-0.14070947
Balloon no.1;4;0.28725535;-0.16229513
Balloon no.2;4;0.2968733;-0.17402282
Balloon no.3;4;0.27909088;-0.14485703
Balloon no.4;4;0.29163605;-0.15774666
Balloon no.5;4;0.28981167;-0.16833822
Balloon no.6;4;0.29635277;-0.15679191
Balloon no.7;4;0.2899394;-0.14289029
Balloon no.8;4;0.277909;-0.15434399
Balloon no.9;4;0.27852535;-0.14659707
Bar of Chocolate;5;-0.003861302;-0.1343812
Beer Mug;4;0.22295436;0.037316587
Big Reward Box;4;0.29013067;0.05493581
Birthday Cake;4;0.27589914;-0.13144708
Birthday Layer Cake;4;0.30072704;-0.14866103
Blue 25 Years Balloon;4;0.36376822;-0.2128334
Blue and Red Presents;4;0.45076925;-0.067916214
Blue Balloon;4;0.37428135;-0.18632674
Blue Fireworks Powder;1;0.323207;-0.10440715
Blue Fireworks Rocket;1;0.24637978;0.030313903
Blue Present;4;0.45271683;0.037300505
Bonelord Balloon;4;0.33503595;-0.17263077
Bottle of Champagne;4;0.27614522;0.18008468
Bottle of Tibian Wine;4;0.31351328;0.1420558
Box Full of Balloons;4;0.37760592;-0.1344326
Box Full of Decoration;4;0.3782984;-0.15485053
Box Full of Presents;4;0.39193046;-0.15309027
Cake;4;0.24605809;0.058027864
Candy;4;0.2583674;-0.25650054
Candy Cane;4;0.21682432;-0.15162683
Carpet Box;4;0.33041438;-0.14085063
Colourful Balloons;4;0.33531883;-0.26773873
Colourful Fireworks Rocket;1;0.18871267;0.03464574
Cookie;3;-0.30877966;-0.3819034
Costume Bag (Common);5;0.07308954;-0.09563091
Costume Bag (Deluxe);4;0.21504046;-0.21123075
Costume Bag (Old);5;0.021079607;-0.14865233
Costume Bag (Uncommon);5;0.13604562;-0.12874962
Cream Cake;4;0.11435036;-0.38681978
Cyclops Balloon;4;0.28509167;-0.18148984
Cyclops Head Balloon;4;0.25102177;-0.17000318
Dazzling Fireworks Rocket;1;0.20617841;0.034120087
Decorated Cake;4;0.27349603;-0.21203935
Dragon Pinata;3;-0.088693045;-0.14532316
Dwarf Balloon;4;0.15779181;-0.17613557
Electric Fireworks Rocket;1;0.21389464;0.026597712
Eloise Balloon;4;0.25916037;-0.13062413
Embroidered Box;4;0.3032276;-0.06864408
Explosive Fireworks Rocket;1;0.20467807;0.050714906
Fiery Fireworks Rocket;1;0.17302962;0.041935053
Fireworks Capsule;1;0.33157063;-0.17648473
Fireworks in Shape of '0';1;0.23679966;-0.0075536068
Fireworks in Shape of '1';1;0.21193242;-0.020784244
Fireworks in Shape of '2';1;0.21664864;-0.029917108
Fireworks in Shape of '3';1;0.20859951;-0.015525075
Fireworks in Shape of '4';1;0.20600681;-0.018291395
Fireworks in Shape of '5';1;0.2045145;-0.025535015
Fireworks in Shape of '6';1;0.20594166;-0.012715282
Fireworks in Shape of '7';1;0.20698692;-0.011989217
Fireworks in Shape of '8';1;0.19164693;-0.017562434
Fireworks in Shape of '9';1;0.18830049;-0.015037469
Fireworks Rocket;1;0.2095033;0.038434505
Ghostly Fireworks Rocket;1;0.11029859;-0.07372622
Godly Fireworks Rocket;1;0.11336494;0.033773746
Grainy Fireworks Powder;1;0.27675503;-0.15683733
Green 25 Years Balloon;4;0.3389851;-0.16115706
Green and Blue Presents;4;0.45871893;-0.057667468
Green and Red Presents;4;0.4466527;-0.008056998
Green Balloon;4;0.34775394;-0.14824648
Green Balloons;4;0.31534743;-0.14925358
Green Fireworks Powder;1;0.30326852;-0.07552634
Green Fireworks Rocket;1;0.22062784;0.059800494
Hydra Balloon;4;0.3591485;-0.16153255
Lovely Fireworks Rocket;1;0.1982001;0.00081177923
Luminous Box;1;0.32391426;-0.0861685
Magical Fireworks Rocket;1;0.14028183;-0.0061339648
Meringue Cake;4;0.25190407;-0.09257127
Orange 25 Years Balloon;4;0.32348907;-0.19587307
Orange Balloon;4;0.33334196;-0.17816183
Orange Fireworks Powder;1;0.27797163;-0.081608064
Orange Fireworks Rocket;1;0.18854047;0.052685697
Orc Balloon;4;0.3097809;-0.092543304
Orc Head Balloon;4;0.22750014;-0.12152067
Party Cake;4;0.25525385;-0.13185881
Party Hat;4;0.19977665;0.042509053
Party Lampions (Blue);4;0.35434133;-0.026289858
Party Lampions (Red);4;0.3138564;0.010671837
Party Trumpet;4;0.30384508;0.16110064
Party Wall Snake;4;0.07259784;-0.12492451
Party Wall Tinsel;4;0.33758363;-0.05457066
Piggy Bank;3;-0.45879486;-0.07552557
Pile of Presents;4;0.3098359;-0.1320615
Pile of Three Presents;4;0.2684322;-0.11816855
Pinata;3;-0.079884626;-0.2141972
Pink 25 Years Balloon;4;0.32162628;-0.28374818
Pink Balloon;4;0.34766933;-0.34622535
Present (Explosive);1;0.21686038;0.14917766
Purple 25 Years Balloon;4;0.33046493;-0.27806303
Purple Balloon;4;0.34276858;-0.27744856
Purple Fireworks Powder;1;0.29257098;-0.18373443
Purple Fireworks Rocket;1;0.21284717;-0.036367327
Red 25 Years Balloon;4;0.31037286;-0.16258976
Red Balloon;4;0.31933823;-0.15394752
Red Balloons;4;0.118528366;-0.14146335
Red Fireworks Powder;1;0.29258445;-0.09949101
Red Fireworks Rocket;1;0.1979036;0.062836826
Red Present;4;0.40408468;0.06346172
Reward Box (25 Anos);0;0.20038018;0.0887977
Rotworm Balloon;4;0.12267547;-0.36439687
Rotworm Head Balloon;4;0.06855975;-0.38756937
Scroll of Ascension;5;-0.085134;-0.00064016355
Small Blue Present;4;0.43156683;-0.117331035
Small Reward Box;4;0.36570993;0.008376581
Snapping Fireworks Rocket;1;0.18196262;0.0739298
Sparkling Fireworks Rocket;1;0.21482328;0.010833536
Special Balloon Box;4;0.41462952;-0.20826663
Special Carpet Box;4;0.35563982;-0.1822657
Special Fx Box;4;0.43257037;0.06588955
Spellwand;3;-0.16621624;-0.26257506
Splashing Fireworks Rocket;1;0.20729108;0.029170198
String of Fairy Lights;1;0.11332295;-0.18503211
Supernatural Box;3;-0.12318418;-0.17542917
Surprise Bag (Blue);4;0.41818953;-0.1817564
Surprise Bag (Red);4;0.3746588;-0.13502008
Surprise Bag (Yellow);4;0.40199533;-0.12849844
Suspicious Surprise Bag;4;0.31022078;-0.16337632
Teal 25 Years Balloon;4;0.32719323;-0.20165865
Teal Balloon;4;0.3515279;-0.22006896
Tibianus Balloon;4;0.36636922;-0.08492009
Turquoise Fireworks Powder;1;0.34626278;-0.124761544
Turquoise Fireworks Rocket;1;0.25893492;0.024335867
Valentine's Cake;4;0.2741696;-0.14918241
Versicolour Fireworks Powder;1;0.2994396;-0.12282497
Vessel of Devovorga;5;0.20982231;0.20517172
Vessel of Ferumbras;5;0.20368442;0.16351357
Vessel of Gaz'Haragoth;5;0.13307393;0.21772717
Vessel of Horestis;5;0.25541568;0.14419596
Vessel of Mad Mage;5;0.084929146;0.0851615
Winterberry Liquor;4;0.35732272;-0.12694256
Yellow 25 Years Balloon;4;0.3532884;-0.17385988
Yellow Balloon;4;0.3654539;-0.15368429
Yellow Fireworks Powder;1;0.32368073;-0.10194595
Yellow Fireworks Rocket;1;0.22600946;0.07032078
Yellow Present;4;0.4355377;0.054457135
Battle Stone;2;-0.1638638;0.28513357
Blazing Bone;3;-0.11161536;-0.07669959
Bloody Pincers;3;-0.17476255;-0.040744286
Brimstone Fangs;5;-0.03116645;-0.086243466
Brimstone Shell;5;0.019842783;-0.07763316
Broken Shamanic Staff;3;-0.28044188;-0.047772504
Compass;3;-0.10777487;0.046395343
Crawler Head Plating;5;0.01994642;-0.13566403
Crystallized Anger;3;-0.24638495;0.103839055
Cultish Mask;3;-0.27341717;-0.12402807
Cultish Robe;3;-0.23412764;-0.003004276
Cyclops Toe;5;-0.013510714;-0.13775542
Damselfly Wing;3;-0.053960927;-0.19802096
Deepling Warts;2;-0.359977;0.21598415
Demon Horn;3;-0.3614534;-0.023519358
Demonic Skeletal Hand;3;-0.2820662;-0.22776952
Draken Sulphur;3;-0.2721865;0.086677946
Elven Hoof;3;-0.27292067;0.05866829
Elven Scouting Glass;3;-0.13735573;-0.06031556
Elvish Talisman;3;-0.37211683;-0.18478093
Energy Vein;3;-0.18726523;0.047796603
Fairy Wings;3;-0.25116706;-0.2762615
Fiery Heart;3;-0.30934918;0.0044286223
Flask of Embalming Fluid;4;0.12536715;-0.278367
Frazzle Skin;3;-0.09299915;-0.3752449
Frosty Heart;3;-0.1437815;-0.29720935
Ghostly Tissue;3;-0.17881683;-0.24161787
Gloom Wolf Fur;3;-0.11340986;-0.1441355
Gold-Brocaded Cloth;4;0.17586356;0.0062051644
Goosebump Leather;5;0.0009559423;-0.191967
Green Dragon Leather;3;0.002322724;-0.19888027
Green Dragon Scale;3;-0.062779956;-0.17796126
Hellspawn Tail;3;-0.20795795;-0.10543701
Lion's Mane;3;-0.22606708;-0.003634425
Little Bowl of Myrrh;4;0.11678436;-0.29576886
Mantassin Tail;3;-0.09377979;0.10677224
Metal Spike;5;0.114120774;0.38960597
Mooh'tah Shell;5;-0.12792125;0.19761163
Moohtant Horn;5;-0.064434186;0.01353069
Mystical Hourglass;3;-0.17198925;0.01443857
Ogre Nose Ring;3;-0.3476493;-0.25809607
Orc Tooth;3;-0.23839958;0.06043782
Peacock Feather Fan;1;-0.1127021;-0.26668227
Petrified Scream;5;-0.07292961;-0.005251947
Piece of Dead Brain;3;-0.16770877;-0.16704534
Piece of Scarab Shell;5;0.12792529;0.06469475
Piece of Swampling Wood;5;0.10826419;0.046564944
Pile of Grave Earth;5;-0.00710378;-0.042012215
Poisonous Slime;3;-0.18932053;-0.3592079
Polar Bear Paw;5;0.011539808;-0.16843578
Protective Charm;0;0.05926871;-0.13986486
Quill;3;-0.08295185;-0.25162512
Rope Belt;3;-0.24674498;0.023307798
Rorc Feather;5;0.032721296;-0.092106245
Sabretooth (Item);3;-0.09291407;-0.04908284
Seacrest Hair;3;-0.073991135;-0.26304263
Silencer Claws;5;-0.06871663;0.11067511
Slime Heart;3;-0.1818328;-0.13836585
Snake Skin;3;-0.19901879;-0.31200215
Some Grimeleech Wings;5;-0.03828501;-0.09028109
Strand of Medusa Hair;4;0.10948631;-0.30774093
Swamp Grass;5;0.024613135;-0.081486665
Thick Fur;3;-0.115683004;-0.30909055
Vampire Teeth;3;-0.18813185;-0.15440843
Vexclaw Talon;5;0.057680324;0.30696872
War Crystal;0;0.026081668;0.2229892
Warmaster's Wristguards;2;-0.3196476;0.23986007
Waspoid Wing;5;0.13311835;0.06723404
Wereboar Hooves;5;-0.04540615;0.18975237
Winter Wolf Fur;3;-0.117308296;-0.09420401
Wyrm Scale;5;0.17968754;0.18749824
Wyvern Talisman;0;-0.11003254;-0.025158787
Acid Resistant Fishing Rod;5;0.16352203;0.087180965
Adventurer's Map;0;0.054262448;0.006399231
Adventurer's Stone;0;0.027186701;0.12888157
Adventurers' Guild Picture;3;-0.067017294;-0.005262687
Advertisement Sign;4;0.389123;0.074850984
Aggressive Fluid;5;0.22120632;0.10712602
Airtight Cloth;4;0.3978051;-0.023489904
Airtight Gloo;4;0.28037006;-0.059757292
Almanac of Magic;2;-0.15397923;-0.04278429
Almost Full Picture Album (Calcanea);4;0.24850649;-0.057537287
Almost Full Picture Album (Elven House);4;0.10884874;-0.08787272
Amarie's Favourite Book;5;-0.009929495;0.02172484
Amazon Disguise Kit;4;0.25745207;-0.3253477
Amber Crusher;5;0.07589601;0.005868672
Amber Sickle;4;0.19995394;-0.14928515
Anatomy Book;5;0.045630377;-0.07809692
Ancient Amulet (Krailos);0;-0.16452405;0.047260094
Ancient Dream;3;-0.08544175;-0.11715672
Ancient Iks Ritual Chalice;3;-0.1478919;-0.032618962
Ancient Map;0;0.006204695;0.04194291
Ancient Notes From The Knight Galthen;0;-0.091427475;0.202696
Ancient Rune;3;-0.20352808;0.030648084
Animal Cure;5;-0.049071286;0.011065228
Animal Fetish;3;-0.18353233;-0.2744556
Antler Talisman;5;0.04177931;-0.072605774
Artefact Box;0;0.23692329;-0.061828025
Asuri Talisman;0;-0.06755626;-0.0482223
Atlas;5;0.12965049;0.0759269
Black Bishop Token;0;0.05817053;0.18808545
Black Castle Token;0;0.029046914;0.2746069
Black King Token;0;0.04950094;0.20023029
Black Knight Token;0;-0.011783431;0.24794726
Black Pawn Token;0;0.10903255;0.16944696
Black Queen Token;0;0.122499384;0.12561525
Black Token;0;0.25827128;0.20133251
Die;3;-0.19765891;-0.097991206
Heavy Ball;5;0.25415406;0.09744683
Jade Zaoan Bishop;1;0.13710149;0.067763165
Jade Zaoan King;1;0.19038191;0.049820077
Jade Zaoan Knight;1;0.17349105;0.07368244
Jade Zaoan Pawn;1;0.21535142;0.050638065
Jade Zaoan Queen;1;0.21617265;0.022365617
Jade Zaoan Rook;1;0.1845794;0.085823104
Large Snowball;5;0.21364926;0.025515852
O Tic-Tac-Toe Token;5;0.3442301;0.1751934
Obsidian Zaoan Bishop;1;0.03336847;0.08361412
Obsidian Zaoan King;1;0.055824794;0.061424732
Obsidian Zaoan Knight;1;0.03962977;0.089610934
Obsidian Zaoan Pawn;1;0.1003;0.06929635
Obsidian Zaoan Queen;1;0.14664838;-0.10407951
Obsidian Zaoan Rook;1;0.07258176;0.09184005
Shimmer Ball;5;0.3100983;0.024297807
Waterball;4;0.27494124;-0.012929565
White Bishop Token;0;0.13320562;0.1790305
White Castle Token;0;0.11287608;0.28682393
White King Token;0;0.1457442;0.21451877
White Knight Token;0;0.06217347;0.25959146
White Pawn Token;0;0.1826198;0.16713353
White Queen Token;0;0.19902845;0.13496706
White Token;0;0.36915457;0.1999299
X Tic-Tac-Toe Token;5;0.34985635;0.17146163
Antidote Potion;5;-0.0344944;0.074980006
Beer;4;0.20124523;0.112715766
Beer Mug;4;0.22295445;0.037316583
Berserk Potion;3;-0.36617032;0.03510684
Bestiary Betterment;3;-0.108184;0.09429633
Blood;5;0.20015325;0.11604063
Bullseye Potion;3;-0.43663728;-0.054213095
Charm Upgrade;5;0.07213789;-0.032747902
Coconut Milk;4;0.34801665;-0.096835665
Death Amplification;2;-0.10765923;0.07654584
Death Resilience;5;0.094124496;0.18977346
Earth Amplification;2;-0.012243749;0.05847128
Earth Resilience;5;0.17477603;0.16154504
Energy Amplification;1;-0.05092763;0.06903961
Energy Resilience;5;0.1584192;0.16657223
Essence of Dread;5;0.048889298;0.030490171
Essence of Wishful Thinking;5;0.13254791;-0.033164762
Fire Amplification;1;-0.06719838;0.056140065
Fire Resilience;5;0.14899006;0.24005233
Flask of Demonic Blood;3;-0.3495483;-0.14494038
Flask of Rust Remover;5;0.06894914;0.07308976
Fresh Mushroom Beer;4;0.2566301;-0.019165799
Fruit Juice;4;0.40515897;-0.06997359
Great Health Potion;3;-0.3616776;0.132916
Great Mana Potion;3;-0.501261;-0.112918146
Great Spirit Potion;3;-0.43711007;-0.14597581
Health Potion;3;-0.4456276;-0.17420141
Holy Amplification;2;-0.07774666;0.119556606
Holy Resilience;5;0.116326615;0.2811171
Ice Amplification;1;0.054576453;0.03385501
Ice Resilience;5;0.21378298;0.118572384
Kooldown-Aid;4;0.07635326;-0.08474817
Lemonade;4;0.32805097;-0.059982423
Lifefluid;5;0.15071584;0.013706977
Magic Shield Potion;3;-0.13005295;-0.08848764
Mana Potion;3;-0.41530272;-0.2269952
Manafluid;5;0.23831922;0.0453385
Mastermind Potion;3;-0.3744557;-0.07513066
Mead;4;0.121007144;0.1037685
Milk;4;0.34881997;-0.020896953
Muck Remover;5;0.23544851;0.031023454
Mud;4;0.13069296;-0.07100564
Oil;1;0.27163798;-0.029569574
Physical Amplification;2;-0.043536298;0.10756626
Physical Resilience;5;0.16524453;0.25244823
Rum;5;0.116475955;0.09069185
Slime (Líquido);4;0.14013274;-0.04218505
Small Health Potion;5;0.13536485;0.054587603
Stale Mushroom Beer;4;0.2162846;0.018574936
Stamina Extension;5;0.18780914;0.19189101
Strike Enhancement;5;0.16414107;0.2665028
Strong Health Potion;3;-0.33392045;-0.23400791
Strong Mana Potion;3;-0.3725375;-0.22579679
Supreme Health Potion;3;-0.3606218;-0.0419703
Tea;4;0.2949232;-0.06858324
Transcendence Potion;3;-0.4083326;-0.05059962
Ultimate Health Potion;3;-0.47351152;-0.12056001
Ultimate Mana Potion;3;-0.29729694;-0.089776136
Ultimate Spirit Potion;3;-0.40840876;-0.082391985
Urine;4;0.28194067;-0.091832004
Water (Líquido);4;0.38824984;-0.00319931
Wealth Duplex;5;0.01914317;0.06054558
Wine;4;0.17165276;0.16532016
Almanac of Magic;2;-0.15397923;-0.04278429
Almost Full Picture Album (Calcanea);4;0.24850649;-0.057537287
Almost Full Picture Album (Elven House);4;0.10884874;-0.08787272
Amarie's Favourite Book;5;-0.009929495;0.02172484
Anatomy Book;5;0.045630377;-0.07809692
Book (CGB);5;0.20439741;0.112452015
Book of Orc Language;5;0.10030026;0.07894981
Book with Old Legends;3;-0.1904385;0.027679715
Book with Transcripts;5;0.07867558;0.06156374
Botany Almanach;4;0.10574985;-0.10699889
Damaged Logbook;5;0.19520374;0.029547075
Dragha's Spellbook;3;-0.19317411;-0.23304781
Eerie Song Book;5;0.037205994;0.08063538
Elven Poetry Book;3;-0.12373088;-0.030237446
File AH-X17L89;5;0.20356642;0.11774038
Half Empty Picture Album (Adventurers' Guild);4;0.0687829;-0.022357648
Half Empty Picture Album (Falcon Banner);4;0.20320067;-0.052599754
Half Empty Picture Album (Halls of Hope);4;0.22722012;-1.6039861e-05
Heavy Old Tome;3;-0.3020648;-0.034277868
Monk's Diary;3;-0.15262647;-0.017010989
Nature Magic Spellbook;3;-0.16733791;-0.11786073
Partly Empty Picture Album (Bank of Carlin);4;0.25119418;0.005004475
Partly Empty Picture Album (Colossus Fortress);0;0.10934696;0.11630709
Partly Empty Picture Album (Golden Statue);4;0.23091467;-0.13189773
Picture Album;4;0.24899523;-0.09272351
Seashell Book (Blue) (B);5;0.1422754;-0.022815397
Seashell Book (Green) (B);5;0.11171868;0.02165275
Seashell Book (Yellow) (B);5;0.14318246;0.034818716
Strange Good Night Songs;5;0.024122706;0.037485965
The Holy Tible;0;0.010799037;0.1485855
The Spatial Warp Almanac;0;-0.004736365;0.075780466
The True Book of Death;3;-0.1013132;0.08281937
Tome of Knowledge;5;0.04345351;0.14320816
Torn Book (Marziel's Diary);5;0.0031494824;-0.024854915
Torn Log Book;5;0.13937034;0.10975336
Addled Egg;5;0.21268187;-0.028103255
Badly Made Piece of Cloth;4;0.31517032;-0.0011319594
Banana Skin;3;-0.087444104;-0.39075407
Big Bone;3;-0.30786097;-0.2610635
Bone;3;-0.38411382;-0.18770643
Bread Crust;5;0.35138917;0.044196893
Broken Bottle;5;0.2530506;0.13633169
Broken Brown Glass;4;0.24461518;0.011685707
Broken Flask;4;0.2869971;-0.052871354
Broken Green Glass;4;0.10740724;-0.18906112
Broken Piggy Bank;5;0.19161972;0.042591263
Broken Pottery;5;0.09409094;-0.0012516935
Broken Sword;2;-0.062209524;0.30984783
Burnt Scroll;3;-0.25404027;-0.044203166
Crystal Rubbish;3;-0.040935654;-0.34954697
Dead Frog;3;-0.115585655;-0.24621013
Dead Frog (Item);3;-0.064221986;-0.26661676
Dead Snake;3;-0.21126463;-0.29452035
Dirty Cape;3;-0.2929917;0.068025135
Dirty Fur;3;-0.31527576;-0.036748018
Empty Potion Flask (Large);4;0.1559533;-0.054559458
Empty Potion Flask (Medium);4;0.16178699;-0.07397347
Empty Potion Flask (Small);4;0.1746001;-0.07086486
Fish Tail (Trash);5;0.023576887;-0.15240824
Fishbone;3;-0.18060446;-0.16286592
Flaccid Salad;4;0.384121;-0.045735117
Large Yellowed Bone;5;0.31637993;0.072696015
Mouldy Cheese;3;-0.4155278;-0.17376117
Old Meat;5;0.1308198;0.17807783
Old Twig;5;0.18594131;-0.026006278
Piece of Iron;3;-0.10572713;-0.034271196
Potato Peelings;5;0.26347786;0.08943179
Remains of a Fish;3;-0.086920306;-0.23228395
Remains of Crude Dream;5;-0.007767643;-0.17986952
Rotten Meat;3;-0.13255283;-0.016113369
Rotten Tomatoes;4;0.16617478;-0.01759083
Skeleton (Item);5;0.15146312;-0.06887921
Skull (Item);3;-0.43766934;-0.14033382
Soft Piece of Cloth;4;0.3836602;-0.08066051
Some Leaves;4;0.17216717;-0.02035015
Some Wood;5;0.27698064;0.07782841
Starfish;5;0.09826659;0.103354946
Stone Rubbish;5;0.08182877;0.08408251
Torn Book;5;0.049608998;0.13841344
Towel;4;0.446051;-0.026204038
Trashed Draken Boots;5;-0.030086283;-0.022280362
Twigs;3;-0.18855304;-0.20533748
Used Candelabrum;5;0.3506199;0.14126508
Used Candlestick;1;0.3033493;-0.092695996
Wooden Trash;3;-0.1898358;-0.028849378
Worn Leather Boots;5;0.0061407755;0.06327225
Yellowed Bone;5;0.33096594;0.038243864
Amber Axe;2;-0.23366608;0.27460104
Amber Greataxe;2;-0.2609618;0.28762653
Angelic Axe;3;-0.24725291;-0.20966269
Axe;3;-0.37573847;-0.07652269
Axe of Destruction;2;-0.23751606;0.31452352
Barbarian Axe;2;-0.24765033;0.2576172
Battle Axe;3;-0.4428326;0.12386315
Beastslayer Axe;3;-0.51562184;0.050575234
Butcher's Axe;3;-0.42241368;0.14117475
Chopper of Destruction;2;-0.12341459;0.30659094
Cobra Axe;2;-0.18500067;0.23094225
Crude Umbral Axe;2;-0.20228046;0.3942685
Crude Umbral Chopper;2;-0.04065088;0.33769578
Crystalline Axe;5;-0.025981763;0.10386041
Daramian Axe;5;-0.009937321;0.14974952
Daramian Waraxe;3;-0.30067956;0.06610889
Deepling Axe;5;0.071691096;0.12291874
Demonwing Axe;2;-0.37564132;0.20747335
Double Axe;3;-0.44483837;0.04374356
Dragon Lance;2;-0.2683304;0.10047929
Draining Inferniarch Battleaxe;2;-0.31859162;0.41799825
Draining Inferniarch Greataxe;2;-0.3076562;0.3664977
Drakinata;3;-0.4210547;-0.17007849
Dreaded Cleaver;3;-0.38562247;-0.025518937
Dwarven Axe;5;-0.08172154;0.105876215
Eldritch Greataxe;2;-0.32895687;0.36702615
Execowtioner Axe;3;-0.22506331;-0.009005851
Executioner;2;-0.3828905;0.21906775
Falcon Battleaxe;2;-0.31642032;0.34451976
Farmer's Avenger;5;-0.07621137;0.11646124
Fire Axe;3;-0.49625206;-0.058365222
Gilded Eldritch Greataxe;2;-0.32354158;0.37692785
Glooth Axe;3;-0.34078977;0.023927614
Glorious Axe;3;-0.42476177;0.061326306
Golden Axe;5;0.022627365;0.18624194
Golden Sickle;3;-0.3769485;-0.19791211
Grand Sanguine Battleaxe;2;-0.26293576;0.40821424
Grand Sanguine Hatchet;2;-0.26446438;0.32989883
Great Axe;2;-0.29103407;0.24607532
Guardian Axe;2;-0.34891585;0.24713795
Guardian Halberd;3;-0.27127632;0.111311674
Halberd;3;-0.457631;-0.12156801
Hand Axe;3;-0.11098503;0.02282839
Hatchet;3;-0.15929961;-0.13514186
Headchopper;2;-0.19220874;0.26568913
Heavy Trident;2;-0.33405426;0.24181326
Hellforged Axe;5;-0.15333444;0.18318892
Heroic Axe;2;-0.23545271;0.31245708
Hive Scythe;3;-0.1664513;-0.060406346
Ice Hatchet;5;0.15822092;0.015990622
Impaler;2;-0.30262083;0.088714525
Inferniarch Battleaxe;2;-0.33495852;0.37973744
Inferniarch Greataxe;2;-0.34066334;0.34355098
Knight Axe;3;-0.4344683;0.19136588
Lion Axe;2;-0.3439083;0.29617846
Mino Lance;5;-0.014451332;-0.08119061
Mythril Axe;5;-0.020973641;0.1081465
Naga Axe;2;-0.24467804;0.40668595
Naginata;5;0.13600962;0.08194094
Noble Axe;3;-0.43052334;-0.0734818
Obsidian Lance;3;-0.26458836;-0.049996354
Ogre Choppa;5;-0.071481444;0.20638621
Orcish Axe;3;-0.26449636;0.12012517
Ornamented Axe;5;-0.07807165;0.13281244
Phantasmal Axe;3;-0.35642216;-0.006483175
Plague Bite;3;-0.10715036;-0.0092170965
Ravager's Axe;2;-0.28026137;0.056940883
Ravenwing;5;0.015055219;0.28444737
Reaper's Axe;5;0.02121933;0.22547045
Rending Inferniarch Battleaxe;2;-0.33579817;0.4290854
Rending Inferniarch Greataxe;2;-0.3334439;0.38809446
Rift Lance;3;-0.24100886;0.10790597
Ripper Lance;3;-0.18228507;-0.12577452
Royal Axe;5;-0.029324643;0.22181886
Ruthless Axe;2;-0.42674384;0.23729923
Sanguine Battleaxe;2;-0.2822426;0.44715196
Sanguine Hatchet;2;-0.29081017;0.35289666
Scythe of the Reaper;2;-0.1706791;0.1468575
Sickle;3;-0.21362998;-0.082321025
Siphoning Inferniarch Battleaxe;2;-0.34303612;0.3938895
Siphoning Inferniarch Greataxe;2;-0.33904278;0.35197738
Solar Axe;1;0.25944784;0.11575177
Soulbiter;2;-0.3217532;0.32554603
Souleater (Axe);2;-0.27653015;0.3563025
Steel Axe;5;0.10110859;0.36387807
Stonecutter Axe;5;0.04465404;0.22752115
Throwing Axe;2;-0.27594325;0.37099007
Titan Axe;3;-0.39971414;0.034741733
Twin Axe;2;-0.13953446;0.28526473
Umbral Axe;2;-0.15290023;0.3982503
Umbral Chopper;5;0.006141607;0.34947684
Umbral Master Axe;2;-0.28009588;0.4169452
Umbral Master Chopper;2;-0.19909509;0.41485643
Vile Axe;3;-0.3519012;0.092958406
War Axe;3;-0.47649541;-0.030896734
Warrior's Axe;3;-0.41416928;0.10959615
Zaoan Halberd;3;-0.43901843;-0.11421676
Arrow;3;-0.32724583;-0.21080658
Burst Arrow;2;-0.17609556;0.07460762
Crystalline Arrow;3;-0.2182166;-0.13315552
Diamond Arrow;0;0.19192155;0.16304891
Earth Arrow;3;-0.12898761;-0.044239823
Envenomed Arrow;3;-0.12375505;-0.23311417
Flaming Arrow;1;-0.14905915;-0.0036523377
Flash Arrow;1;0.014035432;0.08726711
Onyx Arrow;3;-0.1987186;0.15803126
Poison Arrow;3;-0.34773305;-0.2826466
Shiver Arrow;5;-0.010116717;-0.1632448
Simple Arrow;3;-0.04067749;-0.2557804
Sniper Arrow;3;-0.2506184;0.071185045
Tarsal Arrow;5;0.16172744;0.15498534
Beautiful Ice Flowers;4;0.24584891;-0.29224092
Blood Herb;4;0.09206291;-0.1476985
Bloodkiss Flower;4;0.119158156;-0.21181586
Blue Rose;4;0.2207105;-0.067149274
Bowl of Evergreen Flowers;4;0.30863497;-0.1886762
Colourful Mushroom;4;0.1296579;-0.19965774
Crimson Crest Mushroom;5;0.18644784;-0.01087314
Crimson Nightshade Blossoms;1;0.208154;-0.24232124
Crimson Rose;5;0.21444564;-0.052057467
Exotic Flowers;4;0.08024861;-0.27981812
Fern;3;-0.07930479;-0.26661018
Flower Bouquet;3;-0.051630415;-0.24175988
Flower Bowl;4;0.311453;-0.20489834
Flower Pot;4;0.2522292;-0.18012036
Flower Pot (Dryad's Heart Flower);4;0.26727796;-0.17976142
Flower Pot (Ember Queen Flower);4;0.1597676;-0.2387914
